sample_id,target,modality,official_seq_index,signed_importance,absolute_importance,mapping_status,token_id,char_start,char_end,raw_text_substring
02,classification,text,9,0.03809332847595215,0.03809332847595215,verified_text,1055,30,31,s
02,classification,text,18,-0.03697902709245682,0.03697902709245682,verified_text,14624,64,70,misery
02,classification,text,10,0.03396720066666603,0.03396720066666603,verified_text,8404,32,41,happiness
02,classification,text,3,0.027637101709842682,0.027637101709842682,verified_text,2000,8,10,to
02,classification,text,11,0.026417143642902374,0.026417143642902374,verified_text,1011,42,43,-
02,classification,audio,4,-0.0046492586843669415,0.0046492586843669415,index_only,,,,
02,classification,audio,5,-0.002888557268306613,0.002888557268306613,index_only,,,,
02,classification,audio,6,-0.0027645090594887733,0.0027645090594887733,index_only,,,,
02,classification,audio,18,-0.002113834023475647,0.002113834023475647,index_only,,,,
02,classification,audio,19,-0.002113834023475647,0.002113834023475647,index_only,,,,
02,classification,vision,15,-0.0018664076924324036,0.0018664076924324036,index_only,,,,
02,classification,vision,16,-0.0018664076924324036,0.0018664076924324036,index_only,,,,
02,classification,vision,17,-0.0018664076924324036,0.0018664076924324036,index_only,,,,
02,classification,vision,14,-0.0016890368424355984,0.0016890368424355984,index_only,,,,
02,classification,vision,18,-0.0016592026222497225,0.0016592026222497225,index_only,,,,
02,regression,text,18,-0.0934026688337326,0.0934026688337326,verified_text,14624,64,70,misery
02,regression,text,9,0.047301992774009705,0.047301992774009705,verified_text,1055,30,31,s
02,regression,text,10,0.031589388847351074,0.031589388847351074,verified_text,8404,32,41,happiness
02,regression,text,3,0.029828796163201332,0.029828796163201332,verified_text,2000,8,10,to
02,regression,text,5,0.028752917423844337,0.028752917423844337,verified_text,2011,16,18,by
02,regression,audio,4,-0.007026510778814554,0.007026510778814554,index_only,,,,
02,regression,audio,1,0.005049397237598896,0.005049397237598896,index_only,,,,
02,regression,audio,11,-0.004157785326242447,0.004157785326242447,index_only,,,,
02,regression,audio,5,-0.0041434974409639835,0.0041434974409639835,index_only,,,,
02,regression,audio,18,-0.004128783009946346,0.004128783009946346,index_only,,,,
02,regression,vision,15,-0.0037623755633831024,0.0037623755633831024,index_only,,,,
02,regression,vision,16,-0.0037623755633831024,0.0037623755633831024,index_only,,,,
02,regression,vision,17,-0.0037623755633831024,0.0037623755633831024,index_only,,,,
02,regression,vision,14,-0.003507285611703992,0.003507285611703992,index_only,,,,
