sample_id,modality,official_seq_index,mapping_status,source_hash,mapping_method,mapping_version,text_char_start,text_char_end,start_sec,end_sec,frame_pts_sec,note
13,text,5,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,6,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,7,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,8,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,9,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,10,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,11,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,12,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,13,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,14,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,15,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,16,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,17,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,18,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,19,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,20,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,21,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,22,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,23,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,24,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,25,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,26,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,27,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,28,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,29,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,text,30,index_only,0c6968f62e844e2b5aea79fe78dbb2831c1841f9404aeb2bb79bb81f4bb83f89,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,1,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,2,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,3,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,4,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,5,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,6,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,7,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,8,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,9,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,10,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,11,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,12,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,13,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,14,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,15,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,16,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,17,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,18,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,19,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,20,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,21,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,22,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,23,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,24,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,25,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,26,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,27,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,28,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,29,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,audio,30,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,1,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,2,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
13,vision,3,index_only,8a64f1201e0299f79d915aa87b4a9be811e346525589d1f41060c2533599a7cb,official_sequence_index,q3-v1-preflight,,,,,,official feature row-to-raw evidence relation not verified
